SrcAddr,n_flows,botnet_flows,normal_flows,bg_flows,n_dst_ips,n_dst_ports,n_src_ports,n_protocols,total_bytes,total_pkts,mean_dur,std_dur,label
95.111.39.97,1,0,0,1,1,1,1,1,150,2,0.242,,Background
95.111.40.65,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.111.48.231,7,0,0,7,3,3,1,1,709,7,0.0,0.0,Background
95.111.50.39,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.111.55.235,3,0,0,3,1,1,1,1,396,3,0.0,0.0,Background
95.111.56.81,2,0,0,2,1,1,1,1,376,2,0.0,0.0,Background
95.111.65.209,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.111.65.35,1,0,0,1,1,1,1,1,477,1,0.0,,Background
95.111.71.236,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.111.71.91,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.111.83.14,2,0,0,2,1,1,1,1,179,2,0.0,0.0,Background
95.111.84.86,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.111.90.212,6,0,0,6,1,2,1,1,372,6,0.0,0.0,Background
95.111.95.62,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.111.96.166,1,0,0,1,1,1,1,1,78,1,0.0,,Background
95.114.155.149,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.114.189.208,3,0,0,3,1,1,1,1,519,3,0.0,0.0,Background
95.114.200.155,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.116.144.139,1,0,0,1,1,1,1,1,176,1,0.0,,Background
95.116.243.250,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.117.211.129,1,0,0,1,1,1,1,1,305,2,1.498,,Background
95.118.198.171,3,0,0,3,1,1,1,1,534,3,0.0,0.0,Background
95.118.222.99,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.118.223.47,1,0,0,1,1,1,1,1,188,1,0.0,,Background
95.119.178.218,34,0,0,34,1,1,1,1,23574,106,0.38526470588235295,0.36838766708731185,Background
95.119.80.173,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.120.78.92,2,0,0,2,1,1,1,1,146,2,0.0,0.0,Background
95.122.33.118,1,0,0,1,1,1,1,1,143,2,1.13,,Background
95.122.99.52,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.125.158.130,6,0,0,6,1,1,1,1,462,6,0.0,0.0,Background
95.125.178.147,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.128.184.130,3,0,0,3,1,1,1,1,545,3,0.0,0.0,Background
95.128.21.62,11,0,0,11,1,3,4,2,1635,21,0.7421818181818183,1.4586806242753634,Background
95.128.226.106,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
95.129.138.198,1,0,0,1,1,1,1,1,185,1,0.0,,Background
95.129.166.156,1,0,0,1,1,1,1,1,480,1,0.0,,Background
95.129.194.56,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.129.197.125,2,0,0,2,1,1,1,1,525,2,0.0,0.0,Background
95.129.204.138,1,0,0,1,1,1,1,1,171,1,0.0,,Background
95.130.133.98,2,0,0,2,1,1,2,1,148,2,0.0,0.0,Background
95.131.1.123,1,0,0,1,1,1,1,1,178,1,0.0,,Background
95.131.214.147,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.131.249.55,6,0,0,6,1,3,1,1,17721,25,0.35000000000000003,0.3381993494967133,Background
95.131.3.51,2,0,0,2,1,1,1,1,144,2,0.0,0.0,Background
95.132.105.197,1,0,0,1,1,1,1,1,190,1,0.0,,Background
95.132.113.188,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.132.132.68,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.132.135.102,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.132.145.89,1,0,0,1,1,1,1,1,181,1,0.0,,Background
95.132.152.62,1,0,0,1,1,1,1,1,192,1,0.0,,Background
95.132.178.11,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.132.21.97,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.132.210.97,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.132.37.235,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.132.38.199,3,0,0,3,2,2,1,1,608,3,0.0,0.0,Background
95.132.56.213,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.132.6.120,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.132.60.40,24,0,0,24,1,1,1,1,4351,50,0.8203333333333332,1.3894001103593834,Background
95.132.61.100,1,0,0,1,1,1,1,1,146,2,2.039,,Background
95.132.67.109,1,0,0,1,1,1,1,1,485,1,0.0,,Background
95.132.70.34,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.132.73.174,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.132.78.33,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.132.8.123,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.132.86.139,1,0,0,1,1,1,1,1,307,2,1.98,,Background
95.132.94.214,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.132.97.4,1,0,0,1,1,1,1,1,61,1,0.0,,Background
95.133.11.219,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.133.113.51,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.133.121.29,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.133.125.131,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.133.153.58,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.133.162.118,1,0,0,1,1,1,1,1,79,1,0.0,,Background
95.133.162.226,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.133.171.189,2,0,0,2,2,2,1,1,136,2,0.0,0.0,Background
95.133.191.147,1,0,0,1,1,1,1,1,83,1,0.0,,Background
95.133.198.204,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.133.200.149,3,0,0,3,1,1,1,1,549,3,0.0,0.0,Background
95.133.206.76,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.133.224.151,26,0,0,26,1,1,1,1,3919,47,0.3358846153846154,0.5395679995643239,Background
95.133.230.90,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.133.233.138,15,0,0,15,1,1,1,1,5111,36,0.49693333333333334,1.2774465304251437,Background
95.133.237.186,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.133.29.18,2,0,0,2,1,1,1,1,159,2,0.0,0.0,Background
95.133.66.98,9,0,0,9,3,5,1,1,1400,9,0.0,0.0,Background
95.133.74.97,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.133.75.27,2,0,0,2,1,1,1,1,155,2,0.0,0.0,Background
95.133.86.235,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.133.89.5,1,0,0,1,1,1,1,1,176,1,0.0,,Background
95.133.90.184,1,0,0,1,1,1,1,1,454,1,0.0,,Background
95.134.1.222,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.134.10.128,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.134.103.78,1,0,0,1,1,1,1,1,454,1,0.0,,Background
95.134.12.218,1,0,0,1,1,1,1,1,463,1,0.0,,Background
95.134.13.208,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.134.17.25,4,0,0,4,1,1,1,1,769,4,0.0,0.0,Background
95.134.207.180,1,0,0,1,1,1,1,1,190,1,0.0,,Background
95.134.24.97,3,0,0,3,2,3,1,1,711,3,0.0,0.0,Background
95.134.30.59,1,0,0,1,1,1,1,1,2941,3,0.019,,Background
95.134.41.65,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.134.49.251,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.134.69.88,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.134.83.41,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.135.103.7,1,0,0,1,1,1,1,1,69,1,0.0,,Background
95.135.110.72,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.135.111.43,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.135.121.63,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.135.134.62,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.135.150.90,1,0,0,1,1,1,1,1,551,1,0.0,,Background
95.135.151.48,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.135.153.44,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
95.135.173.154,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.135.23.10,1,0,0,1,1,1,1,1,149,2,0.096,,Background
95.135.67.192,15,0,0,15,1,1,2,2,5614,50,0.7835333333333333,0.6688695011164805,Background
95.135.72.140,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.135.87.61,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.136.56.100,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.137.130.236,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.137.131.189,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.137.131.35,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.137.145.169,2,0,0,2,1,1,1,1,337,2,0.0,0.0,Background
95.137.179.105,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.137.190.111,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.138.36.93,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.139.103.0,21,0,0,21,1,1,1,1,5283,31,0.008523809523809524,0.01622534760064957,Background
95.139.105.119,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.139.106.146,7,0,0,7,2,2,1,1,1350,10,0.8645714285714285,1.0783374328324224,Background
95.139.111.160,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.139.145.75,1,0,0,1,1,1,1,1,528,7,0.219,,Background
95.139.169.31,1,0,0,1,1,1,1,1,2951,3,0.022,,Background
95.139.176.179,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.139.234.53,4,0,0,4,1,1,1,1,302,5,0.366,0.732,Background
95.139.237.167,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.139.31.21,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.139.9.200,1,0,0,1,1,1,1,1,457,1,0.0,,Background
95.14.133.62,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.14.5.138,2,0,0,2,1,1,1,1,154,2,0.0,0.0,Background
95.140.208.10,1,0,0,1,1,1,1,1,105,1,0.0,,Background
95.140.210.58,2,0,0,2,1,1,1,1,198,3,1.01,1.428355697996826,Background
95.140.210.90,2,0,0,2,1,1,1,1,232,2,0.0,0.0,Background
95.140.213.199,5,0,0,5,1,1,1,1,1153,7,0.5474,0.8824107886919788,Background
95.140.214.32,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
95.140.214.48,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.140.216.136,2,0,0,2,1,1,1,1,219,3,0.9975,1.4106780284671623,Background
95.140.216.73,2,0,0,2,1,1,1,1,231,3,1.095,1.548563850798539,Background
95.140.217.137,3,0,0,3,1,1,1,1,296,4,0.731,1.2661291403328494,Background
95.140.217.84,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.140.218.157,2,0,0,2,1,1,1,1,231,3,1.0075,1.4248201640908935,Background
95.140.218.33,3,0,0,3,1,1,1,1,375,4,0.6873333333333332,1.1904962550690084,Background
95.140.220.157,2,0,0,2,1,1,1,1,237,3,1.0145,1.4347196590275049,Background
95.142.141.95,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.142.83.40,1,0,0,1,1,1,1,1,387,2,0.157,,Background
95.143.129.88,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.143.131.174,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.143.136.64,2,0,0,2,1,1,1,1,334,2,0.0,0.0,Background
95.143.20.120,1,0,0,1,1,1,1,1,148,1,0.0,,Background
95.143.209.238,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.143.213.151,2,0,0,2,1,1,2,1,146,2,0.0,0.0,Background
95.143.213.244,32,0,0,32,1,1,1,1,7816,71,0.5554687500000001,0.9875418483374474,Background
95.143.213.254,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.143.213.34,3,0,0,3,1,1,1,1,531,3,0.0,0.0,Background
95.143.214.196,4,0,0,4,1,1,3,2,1569,21,0.63075,0.7290776707594329,Background
95.143.221.37,2,0,0,2,1,1,1,1,343,2,0.0,0.0,Background
95.143.26.193,1,0,0,1,1,1,1,1,99,1,0.0,,Background
95.145.88.16,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.147.114.206,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.149.142.105,1,0,0,1,1,1,1,1,79,1,0.0,,Background
95.15.116.210,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.15.163.221,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.15.207.168,2,0,0,2,1,1,1,1,144,2,0.0,0.0,Background
95.150.209.165,2,0,0,2,1,1,1,1,357,2,0.0,0.0,Background
95.150.211.148,3,0,0,3,1,1,1,1,540,3,0.0,0.0,Background
95.150.31.129,2,0,0,2,1,1,1,1,122,2,0.0,0.0,Background
95.150.68.205,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.153.107.59,2,0,0,2,2,2,1,1,619,3,1.073,1.5174511524263308,Background
95.153.169.57,3,0,0,3,1,3,3,1,558,9,0.5526666666666666,0.0498029450267083,Background
95.153.173.13,12,0,0,12,1,3,4,2,2156,28,1.7073333333333334,1.9696692538842577,Background
95.153.173.76,1,0,0,1,1,1,1,1,71,1,0.0,,Background
95.153.177.67,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.153.185.56,1,0,0,1,1,1,1,1,69,1,0.0,,Background
95.153.185.94,2,0,0,2,1,1,1,1,1845,21,3.4675000000000002,0.1251579002700191,Background
95.153.66.152,1,0,0,1,1,1,1,1,105,1,0.0,,Background
95.153.71.83,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.153.72.202,2,0,0,2,1,1,1,1,150,2,0.0,0.0,Background
95.153.93.2,1,0,0,1,1,1,1,1,182,1,0.0,,Background
95.154.100.201,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.154.101.104,2,0,0,2,1,1,1,1,356,2,0.0,0.0,Background
95.154.117.31,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.154.119.168,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.154.120.242,27,0,0,27,1,1,1,1,6693,59,0.6174074074074075,0.5386178364937183,Background
95.154.121.140,3,0,0,3,1,1,3,1,534,3,0.0,0.0,Background
95.154.121.169,1,0,0,1,1,1,1,1,178,1,0.0,,Background
95.154.121.56,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.154.176.43,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.154.210.204,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.154.228.181,2,0,0,2,1,1,1,1,589,2,0.0,0.0,Background
95.154.31.67,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.154.98.72,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.155.199.232,3,0,0,3,2,2,1,1,184,3,0.0,0.0,Background
95.155.206.24,5,0,0,5,2,2,1,1,721,6,0.9176,2.051815976153807,Background
95.155.216.197,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.155.225.129,3,0,0,3,1,1,1,1,586,3,0.0,0.0,Background
95.155.237.254,1,0,0,1,1,1,1,1,454,1,0.0,,Background
95.155.248.198,4,0,0,4,2,2,1,1,315,4,0.0,0.0,Background
95.155.254.123,1,0,0,1,1,1,1,1,2928,3,0.0,,Background
95.155.40.77,3,0,0,3,1,1,1,1,252,3,0.0,0.0,Background
95.156.157.146,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.156.179.118,1,0,0,1,1,1,1,1,186,1,0.0,,Background
95.156.87.114,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
95.156.87.69,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.156.95.171,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.156.95.35,1,0,0,1,1,1,1,1,61,1,0.0,,Background
95.157.156.185,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.157.59.253,2,0,0,2,1,1,1,1,238,2,0.0,0.0,Background
95.158.12.202,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.158.12.28,2,0,0,2,1,1,1,1,542,2,0.0,0.0,Background
95.158.130.106,2,0,0,2,1,1,2,1,151,2,0.0,0.0,Background
95.158.134.152,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
95.158.134.220,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.158.134.29,1,0,0,1,1,1,1,1,885,1,0.0,,Background
95.158.135.7,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.158.141.130,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.158.152.43,1,0,0,1,1,1,1,1,77,1,0.0,,Background
95.158.16.20,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.158.180.72,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.158.19.116,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.158.212.105,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.158.6.134,2,0,0,2,1,1,1,1,147,2,0.0,0.0,Background
95.158.9.85,7,0,0,7,1,3,3,2,788,10,0.8655714285714285,1.481713181550651,Background
95.159.155.151,3,0,0,3,1,1,1,1,225,3,0.0,0.0,Background
95.159.184.192,4,0,0,4,1,1,1,1,510,7,1.68075,1.982317057553273,Background
95.159.6.49,17,0,0,17,1,1,1,1,5064,36,0.4258235294117647,0.2826009189860583,Background
95.16.153.158,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.16.55.155,1,0,0,1,1,1,1,1,80,1,0.0,,Background
95.16.56.198,1,0,0,1,1,1,1,1,172,1,0.0,,Background
95.160.107.123,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.160.12.166,4,0,0,4,1,1,1,1,363,6,0.9502499999999999,1.8699590681794793,Background
95.160.12.32,1,0,0,1,1,1,1,1,471,1,0.0,,Background
95.160.177.254,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.160.194.38,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.160.2.159,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.160.65.113,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.163.85.7,2,0,0,2,1,1,1,1,900,12,0.34500000000000003,0.267286363288515,Background
95.165.108.117,1,0,0,1,1,1,1,1,243,1,0.0,,Background
95.165.125.202,1,0,0,1,1,1,1,1,135,2,1.312,,Background
95.165.168.227,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.165.175.100,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.165.184.81,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.165.207.240,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.165.21.84,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.165.24.190,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.165.40.16,3,0,0,3,1,1,1,1,694,3,0.0,0.0,Background
95.165.96.6,1,0,0,1,1,1,1,1,78,1,0.0,,Background
95.166.12.174,1,0,0,1,1,1,1,1,183,1,0.0,,Background
95.166.197.113,1,0,0,1,1,1,1,1,95,1,0.0,,Background
95.166.39.130,1,0,0,1,1,1,1,1,456,1,0.0,,Background
95.166.56.170,3,0,0,3,1,1,1,1,1272,17,0.2993333333333333,0.23053054750582042,Background
95.167.132.229,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.167.164.118,1,0,0,1,1,1,1,1,25162,27,1.927,,Background
95.167.164.146,3,0,0,3,1,1,1,1,561,3,0.0,0.0,Background
95.167.190.6,2,0,0,2,1,1,2,1,1567,4,0.7295,0.0007071067811865874,Background
95.167.65.141,1,0,0,1,1,1,1,1,186,3,1.169,,Background
95.168.153.240,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.168.156.29,1,0,0,1,1,1,1,1,81,1,0.0,,Background
95.168.178.82,4,0,0,4,1,1,2,1,372,6,1.4889999999999999,1.7200941834678705,Background
95.168.192.129,31,0,0,31,1,8,1,1,855021,670,1.2306129032258064,2.003060935625264,Background
95.168.192.37,18,0,0,18,1,7,1,1,105119,109,0.9607222222222221,1.6092912508509325,Background
95.168.204.79,2,0,0,2,1,1,1,1,95739,73,0.0535,0.07566042558696058,Background
95.168.206.111,44,0,0,44,1,10,1,1,362570,289,0.3320681818181818,1.149648002706415,Background
95.168.212.72,6,0,0,6,1,4,1,1,20911,27,0.0045000000000000005,0.008142481194328914,Background
95.168.214.66,10,0,0,10,1,5,1,1,24313,44,0.053200000000000004,0.0755421883600298,Background
95.168.214.77,8,0,0,8,3,4,1,1,5595,23,0.324875,0.79498327700291,Background
95.168.233.175,1,0,0,1,1,1,1,1,78,1,0.0,,Background
95.168.236.2,3,0,0,3,1,1,1,1,186,3,0.0,0.0,Background
95.168.237.109,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.168.237.147,1,0,0,1,1,1,1,1,494,1,0.0,,Background
95.168.238.58,1,0,0,1,1,1,1,1,80,1,0.0,,Background
95.168.241.242,3,0,0,3,1,1,1,1,186,3,0.0,0.0,Background
95.169.195.132,3,0,0,3,1,1,1,1,186,3,0.0,0.0,Background
95.169.196.185,2,0,0,2,2,2,1,1,540,2,0.0,0.0,Background
95.169.201.108,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.169.202.148,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.169.25.223,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.169.58.69,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.17.111.238,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.17.90.143,1,0,0,1,1,1,1,1,180,1,0.0,,Background
95.170.148.42,2,0,0,2,1,1,1,1,1056,14,0.8019999999999999,0.32385490578343873,Background
95.170.167.228,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.170.181.249,2,0,0,2,1,1,2,1,564,2,0.0,0.0,Background
95.170.190.2,4,0,0,4,1,1,1,1,360,5,0.49975,0.9995000000000002,Background
95.170.207.132,11,0,0,11,1,2,3,2,4751,40,2.2445454545454546,1.7766701080187264,Background
95.170.223.18,8,0,0,8,1,3,5,2,696,10,0.21850000000000003,0.4260808105780606,Background
95.170.231.8,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.170.232.112,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.170.52.154,38,0,0,38,1,1,1,1,9592,105,1.0208157894736842,1.1289007773712267,Background
95.171.209.70,3,0,0,3,1,1,1,1,180,3,0.0,0.0,Background
95.171.26.87,1,0,0,1,1,1,1,1,577,1,0.0,,Background
95.172.100.68,1,0,0,1,1,1,1,1,76,1,0.0,,Background
95.172.123.117,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.172.89.143,4,0,0,4,1,2,1,1,12671,21,0.4005,0.7200817083266778,Background
95.172.89.146,22,0,0,22,1,11,1,1,31042,65,0.07409090909090908,0.09377222103176099,Background
95.172.89.156,4,0,0,4,1,2,1,1,16254,25,0.16049999999999998,0.2715013812119562,Background
95.173.245.59,2,0,0,2,1,1,2,1,150,2,0.0,0.0,Background
95.173.37.172,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.173.40.55,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.174.209.195,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.175.147.229,1,0,0,1,1,1,1,1,520,1,0.0,,Background
95.176.135.148,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.176.186.218,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.176.204.236,1,0,0,1,1,1,1,1,175,1,0.0,,Background
95.176.23.137,1,0,0,1,1,1,1,1,623,3,3.451,,Background
95.178.128.70,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.178.167.96,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.178.187.158,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.178.253.53,2,0,0,2,1,1,2,1,144,2,0.0,0.0,Background
95.178.48.145,1,0,0,1,1,1,1,1,83,1,0.0,,Background
95.179.108.58,20,0,0,20,1,2,4,2,7607,59,0.95145,1.5086834788893542,Background
95.179.109.225,5,0,0,5,1,1,1,1,1235,7,0.8065999999999999,1.10453691654014,Background
95.179.78.84,2,0,0,2,1,1,1,1,948,2,0.0,0.0,Background
95.180.133.174,1,0,0,1,1,1,1,1,465,1,0.0,,Background
95.180.178.251,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.180.179.40,3,0,0,3,1,1,1,1,234,3,0.0,0.0,Background
95.180.192.89,4,0,0,4,1,1,1,1,300,4,0.0,0.0,Background
95.180.30.88,2,0,0,2,1,1,2,1,376,2,0.0,0.0,Background
95.180.33.127,1,0,0,1,1,1,1,1,3003,4,0.065,,Background
95.180.66.6,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.180.83.87,3,0,0,3,1,1,1,1,186,3,0.0,0.0,Background
95.180.84.35,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.180.96.138,6,0,0,6,1,1,1,1,3476,8,0.022500000000000003,0.05511351921262151,Background
95.181.102.20,2,0,0,2,1,1,1,1,345,2,0.0,0.0,Background
95.181.107.30,3,0,0,3,1,2,1,1,186,3,0.0,0.0,Background
95.181.114.148,5,0,0,5,1,1,1,1,734,5,0.0,0.0,Background
95.181.122.81,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.181.81.107,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.181.85.187,1,0,0,1,1,1,1,1,171,1,0.0,,Background
95.182.113.5,6,0,0,6,1,1,1,1,420,7,0.5156666666666666,1.2631202106951922,Background
95.182.115.238,1,0,0,1,1,1,1,1,167,2,0.637,,Background
95.182.139.220,1,0,0,1,1,1,1,1,181,1,0.0,,Background
95.182.156.129,2,0,0,2,1,1,1,1,254,2,0.0,0.0,Background
95.182.194.231,2,0,0,2,1,1,1,1,143,2,0.0,0.0,Background
95.182.213.35,5,0,0,5,2,2,1,1,477,5,0.0,0.0,Background
95.182.247.109,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.182.4.172,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.182.81.176,3,0,0,3,1,1,1,1,186,3,0.0,0.0,Background
95.182.88.80,1,0,0,1,1,1,1,1,62,1,0.0,,Background
95.188.112.173,1,0,0,1,1,1,1,1,60,1,0.0,,Background
95.188.18.4,1,0,0,1,1,1,1,1,79,1,0.0,,Background
95.188.230.229,2,0,0,2,1,1,1,1,238,2,0.0,0.0,Background
95.188.243.81,3,0,0,3,1,1,1,1,182,3,0.0,0.0,Background
95.188.246.232,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.188.253.29,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.188.255.125,1,0,0,1,1,1,1,1,73,1,0.0,,Background
95.188.39.94,1,0,0,1,1,1,1,1,61,1,0.0,,Background
95.188.57.14,1,0,0,1,1,1,1,1,83,1,0.0,,Background
95.189.10.34,1,0,0,1,1,1,1,1,61,1,0.0,,Background
95.189.13.213,20,0,0,20,1,1,1,1,5061,30,0.0,0.0,Background
95.189.29.58,2,0,0,2,1,1,1,1,144,2,0.0,0.0,Background
95.189.31.255,20,0,0,20,1,1,1,1,5235,32,0.20345,0.6248154653891609,Background
95.189.45.122,1,0,0,1,1,1,1,1,72,1,0.0,,Background
95.19.167.227,1,0,0,1,1,1,1,1,74,1,0.0,,Background
95.19.236.248,1,0,0,1,1,1,1,1,75,1,0.0,,Background
95.190.40.41,1,0,0,1,1,1,1,1,72,1,0.0,,Background
